id,hbnew,hb_label,sitenew,site_label,sexnew,sex_label,label,age_label,trans1.1993,trans1.1994,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017,trans1.2018
41042033,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,33,Mortality rate: 65-69,28.9234685,27.18921753,23.35493665,21.57497303,17.50495974,11.66158092,19.57291891,23.40869633,15.51921473,33.03665125,24.97406539,20.92448164,17.1402453,19.18207627,28.74885005,20.86534267,27.83396114,32.94048752,17.76356692,21.38122728,30.10616384,23.28758616,28.76173176,26.84243491,15.47364838,14.0473552
41042034,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,34,Mortality rate: 70-74,12.26662741,21.24946876,14.46584854,33.85895327,14.75434024,24.53807082,34.30615796,34.06823381,17.00432396,16.71122995,11.82284647,30.66037736,23.2915638,27.66443046,36.77738191,20.33071293,22.17245737,28.66024383,22.1126418,28.67857931,30.49444565,29.73598692,20.94591764,20.34919214,28.02062318,17.93335964
41042035,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,35,Mortality rate: 75-79,23.96453249,24.98750625,23.66117202,7.560293339,17.99856012,24.38769467,23.37306755,40.7761052,23.58013879,23.66863905,26.84383598,36.58131028,42.54483571,32.34466475,21.89552706,9.200478425,42.36903429,26.54788944,17.38324255,40.12611063,28.12227565,24.75792254,35.61839005,30.23556252,52.01346875,43.19187993
41042036,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,36,Mortality rate: 80x4,6.631299735,19.72386588,19.28268415,0,13.21702353,20.51702913,49.45598417,13.11045559,12.30769231,5.80956254,27.98611889,31.94207836,16.05651895,31.52419482,5.226845076,20.52229234,20.06118662,34.14467587,18.8634756,18.07011203,8.765778401,25.69373073,20.82552376,40.78469758,36.31375081,27.7052165
41042037,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,37,Mortality rate: 85x9,35.14320857,33.97893306,16.31853786,46.97776386,15.09661836,29.03600465,28.75629044,14.14427157,0,0,14.45922499,14.63057791,13.21527686,36.5630713,0,10.80730574,20.28603307,10.04217714,9.781864423,28.89895,47.08097928,18.06847954,8.844078889,16.91904238,24.1662639,15.52312946
41042038,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,38,Mortality rate: 90+,0,0,0,0,0,45.87155963,0,0,38.5653683,0,0,36.15328995,0,67.6132522,34.53038674,0,0,0,0,49.65243297,46.6853408,0,21.2404418,0,78.125,19.18649271
41042039,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,39,Crude Rate (Mortality),5.987522004,6.338769542,6.533683287,6.301197227,5.806350414,5.824977678,7.326838033,7.533682569,6.213604468,6.742114134,6.748111405,8.13434794,7.584415856,9.046325887,7.087931845,6.789169642,8.033906504,7.994475307,6.252693305,7.92856197,8.763126785,8.49119102,8.781180508,8.554412291,8.424551124,6.830365005
41042040,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,40,Crude Rate (Lower 95% CI) (Mortality),4.667567142,4.977297461,5.147799299,4.939132759,4.499841818,4.514277692,5.84417296,6.025973618,4.852876641,5.32077104,5.325503992,6.565468619,6.074806186,7.391503787,5.637242541,5.37504954,6.492214239,6.460349818,4.909709101,6.407085132,7.160109599,6.916214542,7.182135677,6.98238857,6.869214641,5.4403476
41042041,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,41,Crude Rate (Upper 95% CI) (Mortality),7.564873846,7.957744692,8.177878923,7.922809487,7.373859778,7.397515745,9.071124039,9.304036686,7.837616558,8.42648587,8.43398143,9.965125778,9.355348938,10.96113794,8.797992312,8.461331052,9.831466908,9.78321311,7.849683859,9.702551878,10.61799483,10.31756682,10.6301544,10.37471278,10.22683026,8.467265089
41042042,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,42,EASR (Mortality),7.72194981,8.213263029,8.105188973,7.85277988,6.977276396,7.993522159,9.505240963,9.333990838,7.461558607,7.839319213,7.930973641,10.04858519,8.881763616,11.03473034,8.339668504,7.531380919,9.235524105,9.05412205,6.968055254,9.34605003,9.873956645,9.202991468,9.517794477,9.166738579,9.812858293,7.527082205
41042044,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,44,EASR (Lower 95% CI) (Mortality),5.944061845,6.367600539,6.328417523,6.088459983,5.36095592,6.055742518,7.52034376,7.427586798,5.726720178,6.166246449,6.218079767,8.021354157,7.077882687,8.887640591,6.558626585,5.940152187,7.436254599,7.29210959,5.453394461,7.490223116,8.006269896,7.477680326,7.755144692,7.465998645,7.950527918,5.970929328
41042045,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,45,EASR (Upper 95% CI) (Mortality),9.728910587,10.29024346,10.09846325,9.838174746,8.803315946,10.19617216,11.71909096,11.45488318,9.422435136,9.710174549,9.849097878,12.30076972,10.88732315,13.41063239,10.33141418,9.30858966,11.22680897,11.00394566,8.665522991,11.40418595,11.93451395,11.1047137,11.45824554,11.03938262,11.86821998,9.260721435
41042046,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,46,WASR (Mortality),4.55325492,4.683187833,5.03950074,4.783241688,4.407755923,4.019409439,4.894990157,5.166816777,4.66464572,4.985472263,4.950364338,5.363549072,5.104482697,6.314341513,4.96399416,4.73968938,5.014280236,5.163367561,4.055651134,4.884592349,5.692676085,5.78011079,5.757088446,4.862732799,4.588046134,3.723399557
41042048,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,48,WASR (Lower 95% CI) (Mortality),3.522785487,3.641143869,3.934692893,3.708062335,3.374711978,3.078999647,3.876203689,4.079974005,3.562732851,3.865529198,3.81172971,4.265835732,4.039027402,5.080716167,3.868196485,3.706005917,4.011446379,4.11251148,3.144450644,3.850524735,4.547245632,4.581478045,4.597610943,3.922001518,3.652587236,2.884497018
41042049,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,49,WASR (Upper 95% CI) (Mortality),5.713917296,5.854371309,6.278940437,5.993215164,5.576634689,5.083230765,6.030851799,6.380057687,5.912764782,6.245722753,6.235538944,6.585049025,6.292774134,7.680030369,6.194375877,5.898596922,6.127315741,6.331985655,5.081026901,6.039790361,6.964834768,7.115922804,7.044983075,5.903074601,5.628548765,4.667754533
41042050,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,50,Standardised Mortality Ratio,98.10063022,90.9422878,98.79415846,94.23049989,90.17610398,94.51714781,99.19042759,90.34526995,82.44679128,93.37441254,89.94731632,103.1104664,91.17587209,104.1391165,89.94128036,90.57223509,104.5416382,98.55640711,85.53879587,90.98937683,97.52160327,106.8205321,97.18078602,98.19676829,97.15047685,81.76018885
41042051,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,51,SMR (Lower 95% CI),76.47425394,71.40925619,77.83856017,73.86166978,69.88524197,73.24949131,79.1181697,72.26455432,64.39162801,73.68962616,70.98501542,83.22345395,73.0281359,85.08920455,71.5329694,71.70689146,84.4802851,79.64360915,67.16635282,73.52867842,79.68221673,87.00707782,79.48425496,80.15138494,79.21460362,65.12153404
41042052,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,52,SMR (Upper 95% CI),123.9442446,114.1697144,123.6556213,118.4807064,114.5204644,120.0334366,122.8044988,111.5756734,103.9954087,116.7019947,112.4187124,126.3172874,112.4651014,126.1819699,111.640844,112.8800289,127.9324891,120.6080821,107.3861251,111.3479534,118.163745,129.7966299,117.6432666,119.0921401,117.9340504,101.3540553
42042000,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,0,Number of deaths: Under 5,1,0,0,1,0,2,0,1,0,0,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0
42042001,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,1,Number of deaths: 5..,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,2
42042002,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,2,Number of deaths: 10-14,2,1,0,0,0,0,1,1,0,2,1,0,2,0,0,2,2,0,1,0,1,0,0,1,0,0
42042003,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,3,Number of deaths: 15-19,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,3,1,1,0,1,1,0,0,0,0
42042004,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,4,Number of deaths: 20-24,2,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
42042005,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,5,Number of deaths: 25-29,2,2,1,0,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,2,2,0,2
42042006,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,6,Number of deaths: 30-34,2,0,4,2,4,0,2,1,2,2,0,6,2,0,0,1,3,1,2,1,0,1,2,0,1,1
42042007,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,7,Number of deaths: 35-39,1,2,1,2,2,2,2,0,1,3,2,2,1,0,1,1,1,1,3,2,2,1,1,1,2,1
42042008,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,8,Number of deaths: 40-44,3,2,4,2,5,1,1,1,1,3,4,4,3,3,4,5,1,3,3,5,1,4,3,2,2,2
42042009,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,9,Number of deaths: 45-49,2,2,3,2,3,7,4,3,1,2,2,3,3,3,3,4,3,1,6,1,4,4,3,4,3,2
42042010,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,10,Number of deaths: 50-54,6,8,9,4,5,6,2,3,3,2,10,4,3,7,3,8,2,6,7,4,6,7,10,5,4,6
42042011,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,11,Number of deaths: 55-59,11,8,10,9,1,5,4,3,12,4,3,4,8,3,8,4,7,7,7,4,8,12,8,5,5,14
42042012,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,12,Number of deaths: 60-64,7,10,4,4,10,8,5,11,8,13,5,3,10,9,12,7,8,8,5,7,8,11,6,7,11,7
42042013,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,13,Number of deaths: 65-69,9,10,5,6,11,8,9,7,13,8,10,4,5,9,9,9,10,7,7,13,7,10,11,13,8,12
42042014,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,14,Number of deaths: 70-74,5,11,12,9,8,13,10,8,9,16,5,10,5,14,10,9,7,15,7,8,6,12,12,9,7,15
42042015,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,15,Number of deaths: 75-79,3,5,3,2,8,8,11,6,7,10,12,6,8,5,8,8,8,18,6,5,7,8,11,7,9,8
42042016,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,16,Number of deaths: 80x4,3,2,5,0,6,5,5,6,2,5,8,8,6,4,4,4,4,3,5,6,6,2,5,8,7,10
42042017,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,17,Number of deaths: 85x9,0,2,2,1,2,1,6,3,0,1,3,1,0,1,2,8,1,2,3,4,6,4,8,2,1,5
42042018,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,18,Number of deaths: 90+,0,0,3,0,1,0,1,1,2,0,1,1,0,1,2,2,0,2,1,2,3,1,1,0,2,2
42042019,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,19,Number of deaths: All Ages,60,67,69,46,69,68,66,56,61,73,67,63,58,61,69,74,63,75,65,63,68,78,84,67,62,90
42042020,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,20,Mortality rate: Under 5,1.292039743,0,0,1.362620592,0,2.86000286,0,1.504528631,0,0,0,6.423432682,1.596347557,1.590103198,0,0,0,0,1.488449631,0,1.490801753,0,0,0,0,0
42042021,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,21,Mortality rate: 5..,0,2.56426694,2.597908684,0,0,0,1.331628848,0,0,0,0,1.474078333,0,0,0,1.57520005,3.18750498,0,0,0,1.548275221,0,0,1.470523359,0,2.919580164
42042022,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,22,Mortality rate: 10-14,2.589600166,1.298043848,0,0,0,0,1.302083333,1.319975184,0,2.634178466,1.324591033,0,2.703981613,0,0,2.86045281,2.89876078,0,1.486458364,0,1.565116679,0,0,1.584886522,0,0
42042023,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,23,Mortality rate: 15-19,1.344935645,0,0,1.351881143,2.646903123,1.310684702,0,0,0,1.291889518,0,0,0,1.291188927,0,1.284950658,3.850300323,1.290888906,1.31821777,0,1.402190221,1.418399478,0,0,0,0
42042024,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,24,Mortality rate: 20-24,2.139930024,0,1.170124384,1.224484798,0,1.336290991,0,1.339190058,0,1.280049154,0,1.248876012,1.23007282,0,1.222314575,0,1.207029741,0,0,0,0,0,1.17720461,0,0,1.24094113
42042025,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,25,Mortality rate: 25-29,1.950344236,1.975425704,1.008267796,0,1.06418074,0,2.337704841,0,0,0,1.391769078,1.388079176,0,0,2.547089314,0,0,0,0,1.218739336,0,0,2.353162651,2.288224795,0,2.216827941
42042026,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,26,Mortality rate: 30-34,2.022796921,0,3.930894868,1.964559349,3.931088027,0,2.010151264,1.028870095,2.094262767,2.145646483,0,7.011393514,2.433978338,0,0,1.354041136,4.032691687,1.322139221,2.577651759,1.252081586,0,1.226151356,2.43950039,0,1.197834316,1.175861907
42042027,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,27,Mortality rate: 35-39,1.142426285,2.225139628,1.08264946,2.114768486,2.076390403,2.040670564,2.006682252,0,0.987244797,2.967476458,1.990822309,2.019304552,1.02742189,0,1.06130073,1.098961481,1.146184352,1.190008687,3.714020427,2.610591168,2.675656874,1.333902465,1.315720225,1.286454916,2.479328598,1.213297743
42042028,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,28,Mortality rate: 40-44,3.776672751,2.513510117,4.982002516,2.44340464,5.940994047,1.152166649,1.124619035,1.097261236,1.069118512,3.146567095,4.124646827,4.048091325,2.987095746,2.980004172,3.970341549,4.971809838,1.006431095,3.061818108,3.091859135,5.267427283,1.095170299,4.580799579,3.570578434,2.48034328,2.598853905,2.653540486
42042029,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,29,Mortality rate: 45-49,2.525093113,2.48397834,3.661304889,2.410684152,3.761944173,8.934155276,5.088022794,3.782291312,1.233638865,2.396213982,2.329536189,3.407774269,3.326200481,3.249566724,3.18241609,4.154117769,3.055394299,1.0015825,5.974488932,0.995906823,3.994328054,4.041302108,3.077585942,4.14589401,3.169270751,2.189573252
42042030,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,30,Mortality rate: 50-54,8.470269355,11.24195498,12.69160803,5.610098177,6.628222973,7.738839948,2.542717657,3.747189608,3.690990293,2.553528338,12.96663684,5.169494811,3.834747929,8.758868354,3.643252696,9.446661786,2.29943204,6.742482132,7.67745898,4.289498236,6.305634084,7.217015661,10.12791557,5.034030043,4.022000342,6.047046018
42042031,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,31,Mortality rate: 55-59,15.73204045,11.390819,14.3219283,13.07075636,1.467459095,7.310903481,5.811335009,4.36452514,17.32626807,5.450408099,3.972668044,5.208197703,10.22259705,3.779337104,10.43977554,5.294086505,9.232757825,9.121590805,8.939860283,4.969005826,9.658569566,14.08781404,9.162963302,5.584595452,5.451136017,14.94433236
42042032,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,32,Mortality rate: 60-64,10.18300311,14.72428771,5.940711697,5.99044524,15.07227154,12.02013372,7.486486891,16.57874906,12.19270571,19.97940584,7.656264355,4.560587404,15.18326197,13.56156953,17.02055232,9.63523744,10.78603209,10.57487674,6.491483174,9.435869785,10.93120175,15.00211393,8.074718058,9.217318024,14.06271973,8.68098616
42042033,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,33,Mortality rate: 65-69,14.08825509,15.70746419,7.860893626,9.493670886,17.34851591,12.63583523,14.36047996,11.21776895,20.90132965,12.90697299,16.08518715,6.419103251,8.067378747,14.6876428,14.80068412,14.73284442,16.23113131,11.33254545,11.19319454,19.47682258,10.17087063,14.21282281,15.32930126,17.79359431,11.34896653,17.24906208
42042034,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,34,Mortality rate: 70-74,8.523114687,18.44585304,20.84346557,15.88954997,14.37737002,23.45892883,18.05869074,14.38228103,16.17279735,28.51135108,8.89853886,17.88236977,8.959610078,25.12923607,17.98334742,16.05823788,12.41861373,26.6661926,12.5369392,14.44043321,10.76426265,21.34965396,21.28338832,15.77176504,11.46150571,23.70417193
42042035,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,35,Mortality rate: 75-79,6.99056274,12.09892078,6.952974714,4.487021291,17.29505361,16.93300878,22.83958307,12.89407517,15.19097222,22.02449123,26.56571694,13.22605533,17.50010938,10.90369853,17.15817694,17.03214818,17.0234498,38.0815368,12.62998358,10.46769669,14.54817524,16.47955505,22.70897417,14.59154108,18.87900654,16.68613382
42042036,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,36,Mortality rate: 80x4,9.255831174,6.10798925,15.24901644,0,19.08214865,16.48913366,17.04739175,19.4483161,6.226843924,14.92448212,23.29983981,22.87609734,17.63875823,11.89838777,12.03441844,12.01670322,11.89343482,8.762705924,14.46633683,16.91999662,16.80107527,5.545850317,13.75780756,21.70138889,18.85979093,26.80031088
42042037,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,37,Mortality rate: 85x9,0,11.3115774,10.91881858,5.376633152,10.5999576,5.263434918,31.38567767,15.81694522,0,5.410377103,16.97696791,5.828864537,0,5.092168245,9.745163962,37.95966785,4.650297619,9.563886764,14.32801605,19.22799596,28.70126764,18.81467545,37.06620952,9.13033554,4.456923831,22.07505519
42042038,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,38,Mortality rate: 90+,0,0,37.45318352,0,12.01634223,0,10.94810598,10.48877701,20.28809089,0,9.972078181,9.857072449,0,9.791442279,20.08838891,20.63344682,0,18.69683089,8.685833406,16.72240803,25.03337784,8.061265619,8.149295086,0,15.81903029,15.77038322
42042039,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,39,Crude Rate (Mortality),4.686613937,5.239077891,5.409825655,3.620108918,5.445802036,5.377445255,5.232530483,4.455689757,4.859063268,5.820420107,5.350027549,5.031064829,4.627003672,4.8628749,5.481698278,5.859288397,4.975324758,5.904079955,5.096560214,4.936286643,5.33070352,6.103467865,6.552870352,5.198460945,4.796968316,6.951105921
42042040,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,40,Crude Rate (Lower 95% CI) (Mortality),3.576380165,4.060213404,4.209167268,2.650374713,4.23715904,4.175796653,4.046838697,3.365780158,3.716798384,4.562280243,4.146197865,3.866008353,3.513477878,3.71971398,4.265088458,4.600801633,3.823176152,4.643933416,3.933417575,3.793178193,4.139499867,4.82453807,5.226826027,4.028735829,3.677808102,5.589510019
42042041,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,41,Crude Rate (Upper 95% CI) (Mortality),6.032601134,6.653443726,6.846480602,4.828717986,6.892011016,6.817193207,6.657061731,5.786083768,6.241670045,7.318304439,6.79434587,6.436917418,5.981475212,6.246566245,6.937440007,7.355800023,6.365601654,7.400815349,6.495984367,6.315654946,6.75793692,7.617404121,8.112899385,6.601861641,6.149496889,8.544089304
42042042,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,42,EASR (Mortality),5.117502887,5.839867353,6.0578752,4.009962444,5.874256507,5.918707877,5.60884048,4.857548256,5.406970214,6.230408025,5.701885097,5.187615981,4.850956143,5.231249121,5.803448442,6.072535628,5.215541223,6.253401706,5.209963864,5.05568558,5.371949184,6.185507145,6.513962506,5.158036711,4.783775648,6.744146672
42042044,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,44,EASR (Lower 95% CI) (Mortality),3.897112884,4.520258915,4.701219026,2.931259887,4.564081858,4.593556289,4.333123808,3.666719873,4.132907433,4.87893038,4.414408967,3.981414351,3.679719003,3.998002921,4.511349993,4.762648658,4.004506549,4.915642543,4.017004615,3.881552713,4.167831988,4.885982393,5.191088716,3.993052013,3.664405076,5.41869211
42042045,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,45,EASR (Upper 95% CI) (Mortality),6.501586747,7.325905892,7.583898178,5.255054941,7.347237955,7.409245124,7.046653775,6.213261139,6.849593423,7.744609464,7.151601799,6.550985478,6.181544998,6.627745014,7.255785591,7.539144355,6.584126645,7.749724253,6.555666434,6.382600487,6.726542358,7.635954169,7.984721898,6.469870569,6.050060717,8.212439288
42042046,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,46,WASR (Mortality),3.573804217,3.602381518,3.591989845,2.628232761,3.390512612,3.573845836,2.939694475,2.706606211,2.856527782,3.50984964,2.96563171,3.601086362,3.012187871,2.957615969,3.176031847,3.450909766,3.473985441,2.996897952,3.200440233,2.649686493,3.092285587,3.443196853,3.416884828,2.923969266,2.443919039,3.641359523
42042048,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,48,WASR (Lower 95% CI) (Mortality),2.660095939,2.725538834,2.718629558,1.867534739,2.566049018,2.663936541,2.181753977,1.944732253,2.151927924,2.673951945,2.220239173,2.572910725,2.185865652,2.176496951,2.414169281,2.600185877,2.54737292,2.296837182,2.369934909,1.98087714,2.26054458,2.666784231,2.65282324,2.16979121,1.820771186,2.814614245
42042049,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,49,WASR (Upper 95% CI) (Mortality),4.620330831,4.599639615,4.585136782,3.51686676,4.328070885,4.615381214,3.808894705,3.592449636,3.659384237,4.457698735,3.817253461,4.799406036,3.968938595,3.856657582,4.040777728,4.420188372,4.542112281,3.788662284,4.153775504,3.414279954,4.052305208,4.317298706,4.276171503,3.788904738,3.157366031,4.572942067
42042050,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,50,Standardised Mortality Ratio,88.23305427,100.7386503,107.953794,91.42477334,96.02773486,114.0212155,92.86777385,91.88330323,83.89098762,96.26249977,98.72212858,90.37330738,81.63997024,102.9168782,102.1553945,101.8090573,90.93247889,103.9655571,90.7401147,86.81394066,93.12995574,93.23347724,108.3524363,93.23963613,85.50455243,101.5137388
42042051,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,51,SMR (Lower 95% CI),67.33111569,78.07107028,83.99449543,66.93442461,74.71530954,88.54193537,71.82392957,69.40765981,64.16995828,75.45443332,76.50829366,69.44533077,61.9926522,78.72325702,79.48299451,79.94200755,69.87501352,81.77550581,70.03130484,66.71021566,72.31905469,73.69719481,86.42614666,72.25943731,65.55585006,81.62903378
42042052,4,West of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,52,SMR (Upper 95% CI),113.5734307,127.9345249,136.6224355,121.9478357,121.5292444,144.5490599,118.1505784,119.318112,107.7614832,121.0356411,125.3736136,115.6267184,105.5385932,132.2010355,129.2841899,127.8119484,116.3421417,130.3217261,115.655725,111.0727422,118.0644101,116.3595991,134.147689,118.411042,109.6129773,124.7776195
50041019,5,Ayrshire and Arran,410,Malignant brain cancer,0,All Persons,19,Number of deaths: All Ages,22,24,25,17,21,25,25,19,18,28,19,18,23,30,23,21,27,29,25,21,21,28,31,31,31,30
50041039,5,Ayrshire and Arran,410,Malignant brain cancer,0,All Persons,39,Crude Rate (Mortality),5.874813074,6.411112595,6.680740761,4.555808656,5.633802817,6.724226042,6.746545769,5.152262928,4.887452823,7.619047619,5.16711539,4.884004884,6.233062331,8.122816993,6.203641268,5.643340858,7.249684504,7.778761299,6.688784247,5.626708108,5.641521599,7.544322897,8.365039532,8.365716753,8.369104506,8.11534612
50041040,5,Ayrshire and Arran,410,Malignant brain cancer,0,All Persons,40,Crude Rate (Lower 95% CI) (Mortality),3.681714076,4.107720811,4.323423171,2.653926429,3.487412739,4.351564552,4.366008702,3.101998851,2.896614293,5.062801811,3.110941004,2.894570826,3.951226839,5.480430515,3.932576409,3.493316936,4.77758777,5.209558525,4.328628491,3.483021002,3.492190787,5.013147776,5.683638517,5.684098656,5.68640047,5.475389948
