id,hbnew,hb_label,sitenew,site_label,sexnew,sex_label,label,age_label,trans1.1993,trans1.1994,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017
41043032,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,32,Incidence rate: 60-64,..,..,..,..,..,..,..,11.89323275,5.136634477,3.44263706,12.00686106,11.82073018,5.026220115,8.1799591,9.100975321,11.71423133,11.46920518,8.384220896,12.39106191,11.45590194,13.03063647,11.60799791,10.10801132,14.17595192,16.5871864
41043033,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,33,Incidence rate: 65-69,..,..,..,..,..,..,..,23.40869633,15.51921473,15.54665941,13.44757367,13.31557923,13.33155579,9.590854161,21.08531887,11.38152778,27.83654381,16.47024376,28.42170708,19.73651749,11.09174457,21.73508042,12.11020285,11.92997107,24.7578374
41043034,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,34,Incidence rate: 70-74,..,..,..,..,..,..,..,12.16722636,19.43351309,23.87375558,26.01026223,11.79245283,9.316625518,25.35672299,25.28386889,20.33117221,22.17491574,8.818536564,22.1126418,24.26649018,37.02896972,21.23999065,27.22969293,26.45394978,18.68041545
41043035,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,35,Incidence rate: 75-79,..,..,..,..,..,..,..,30.5820789,23.58013879,13.5249366,6.710958996,29.93016295,19.63607802,22.64053302,21.89347262,24.53536159,39.34624697,8.849296481,34.76648511,42.99226139,16.87336539,38.51232394,30.13863773,41.23031253,35.58816283
41043036,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,36,Incidence rate: 80x4,..,..,..,..,..,..,..,26.22091118,36.92307692,22.85453091,11.05583195,31.60889264,10.63377286,31.52419482,26.13422538,30.78343851,25.077741,78.04497342,23.57934449,31.62269606,30.6802244,38.54059609,29.15573327,44.86316734,28.24402841
41043037,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,37,Incidence rate: 85x9,..,..,..,..,..,..,..,0,28.0033604,27.68932576,14.3307538,14.48225923,13.04291118,23.82086708,0,42.81738386,20.15925814,30.05710851,29.34559327,19.26596667,75.32956685,18.06847954,44.22039445,67.67616953,24.1662639
41043038,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,38,Incidence rate: 90+,..,..,..,..,..,..,..,40.93327876,38.5653683,0,82.78145695,0,37.4251497,36.17945007,36.14022407,0,0,121.0287443,80.8843354,49.65243297,0,87.91208791,42.4808836,60.44731009,58.59375
41043039,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,39,Crude Rate (Incidence),..,..,..,..,..,..,..,7.008076809,6.563666692,5.86644812,5.608795292,7.172227038,6.015247344,6.08875138,6.915043504,6.961011461,9.401379952,6.973903991,7.689122849,8.603333201,8.594605116,8.827475813,8.530289637,9.467990303,9.828642978
41043040,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,40,Crude Rate (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,5.556969059,5.162740226,4.546416714,4.319455819,5.704285009,4.680221479,4.746480407,5.483199434,5.528047891,7.726790949,5.546552805,6.190802077,7.014990059,7.007873349,7.220000649,6.955431762,7.809924461,8.142215771
41043041,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,41,Crude Rate (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,8.722158222,8.227613035,7.45018174,7.162306372,8.902624872,7.612680498,7.692771072,8.606370222,8.651901661,11.33120523,8.656453679,9.440538992,10.44385951,10.43326421,10.68619768,10.3551896,11.37394854,11.76143669
41043042,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,42,EASR (Incidence),..,..,..,..,..,..,..,8.458248025,8.190594079,6.886701337,7.020039431,8.163719035,6.866999856,7.424558383,8.112532648,8.077196303,10.45976786,8.845873048,9.295679224,9.954998671,9.693655632,10.13889737,9.682540085,10.90818559,10.83253685
41043044,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,44,EASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,6.586084276,6.318000563,5.285923464,5.203577732,6.448685201,5.234568271,5.689715689,6.346019987,6.377047656,8.564153169,6.873485741,7.383978267,8.053192054,7.870172024,8.219234022,7.848617971,8.945687698,8.928867669
41043045,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,45,EASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,10.5610493,10.30253494,8.695990661,9.104256027,10.07792095,8.717602566,9.386729027,10.09266995,9.975215555,12.54206881,11.06327718,11.42413261,12.05537995,11.70429325,12.2570125,11.70612652,13.06240124,12.91742115
41043046,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,46,WASR (Incidence),..,..,..,..,..,..,..,5.069817271,4.727630806,4.148148767,4.024905487,5.070238635,4.753153253,4.236507541,4.899608056,4.688680049,6.52236903,4.521692796,5.067776295,5.684719361,5.809661571,5.581391823,5.498424214,5.72016446,6.643928995
41043048,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,48,WASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,3.974887845,3.65842131,3.170201657,3.063158218,3.959925061,3.59920874,3.217455664,3.809815829,3.626143325,5.281101524,3.498880608,3.986945277,4.537827722,4.640895811,4.436266277,4.39227366,4.605826121,5.381120786
41043049,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,49,WASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,6.295931552,5.931823959,5.25555732,5.115950281,6.315685257,6.065093265,5.393609833,6.124400175,5.885665786,7.892690364,5.673656792,6.276278914,6.958881457,7.107712088,6.856009322,6.726933142,6.953414944,8.037846641
41043050,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,50,Standardised Incidence Ratio,..,..,..,..,..,..,..,112.2486371,94.11478312,92.26494679,82.94028075,101.648392,87.25082919,100.1076995,90.64853705,87.43480063,107.8594167,81.56476056,94.87488819,92.12461374,94.71192,102.1352325,102.4493704,109.514153,120.8219517
41043051,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,51,SIR (Lower 95% CI),..,..,..,..,..,..,..,89.00618821,74.02724719,71.50406646,63.87412264,80.84398272,67.88635304,78.03886288,71.87865221,69.43585253,88.64732292,64.87087462,76.38734175,75.11661289,77.22625194,83.53650132,83.53521808,90.33567155,100.0909691
41043052,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,52,SIR (Upper 95% CI),..,..,..,..,..,..,..,139.7031454,117.9736956,117.173221,105.9128869,126.1724563,110.4215085,126.4800558,112.8199511,108.6734738,129.9997652,101.2433742,116.485339,111.8329955,114.9738088,123.6409261,124.3665457,131.559951,144.5814787
42043000,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,0,Number of registrations: Under 5,..,..,..,..,..,..,..,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
42043001,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,1,Number of registrations: 5..,..,..,..,..,..,..,..,1,1,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1
42043002,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,2,Number of registrations: 10-14,..,..,..,..,..,..,..,1,1,0,0,1,1,0,0,0,1,0,2,0,3,2,0,0,0
42043003,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,3,Number of registrations: 15-19,..,..,..,..,..,..,..,1,2,2,1,2,0,3,2,3,1,2,1,0,1,2,2,1,2
42043004,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,4,Number of registrations: 20-24,..,..,..,..,..,..,..,2,1,1,2,2,2,1,3,3,3,3,4,3,2,2,2,4,2
42043005,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,5,Number of registrations: 25-29,..,..,..,..,..,..,..,1,3,2,5,2,6,4,5,4,6,2,3,3,0,3,3,5,5
42043006,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,6,Number of registrations: 30-34,..,..,..,..,..,..,..,3,5,4,4,3,7,1,4,3,5,8,6,3,1,8,8,4,4
42043007,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,7,Number of registrations: 35-39,..,..,..,..,..,..,..,8,8,4,6,4,7,17,6,13,7,8,9,8,7,7,9,10,9
42043008,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,8,Number of registrations: 40-44,..,..,..,..,..,..,..,4,14,9,4,8,9,9,11,10,11,13,8,10,8,12,12,7,7
42043009,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,9,Number of registrations: 45-49,..,..,..,..,..,..,..,3,9,11,4,12,11,8,6,12,9,12,11,7,11,9,11,10,8
42043010,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,10,Number of registrations: 50-54,..,..,..,..,..,..,..,6,8,8,10,3,9,10,8,13,17,7,10,17,15,16,16,9,4
42043011,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,11,Number of registrations: 55-59,..,..,..,..,..,..,..,5,9,9,3,9,14,11,13,7,11,6,6,12,6,14,17,12,17
42043012,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,12,Number of registrations: 60-64,..,..,..,..,..,..,..,11,7,10,7,11,5,9,14,7,10,12,14,16,17,16,17,12,11
42043013,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,13,Number of registrations: 65-69,..,..,..,..,..,..,..,12,11,7,5,12,12,19,13,21,8,13,12,17,19,19,21,21,15
42043014,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,14,Number of registrations: 70-74,..,..,..,..,..,..,..,9,11,13,15,8,8,12,15,16,17,12,7,18,15,18,10,18,22
42043015,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,15,Number of registrations: 75-79,..,..,..,..,..,..,..,17,10,13,17,12,9,13,16,16,14,21,20,15,25,14,17,20,18
42043016,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,16,Number of registrations: 80x4,..,..,..,..,..,..,..,7,8,19,11,14,10,10,13,17,17,9,24,27,15,19,17,17,13
42043017,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,17,Number of registrations: 85x9,..,..,..,..,..,..,..,6,11,7,4,9,8,7,6,9,14,13,9,14,11,16,20,15,17
42043018,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,18,Number of registrations: 90+,..,..,..,..,..,..,..,3,4,3,2,4,4,5,5,2,7,4,6,8,8,8,18,11,5
42043019,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,19,Number of registrations: All Ages,..,..,..,..,..,..,..,100,123,123,100,119,122,141,140,157,159,146,153,179,164,186,200,176,160
42043020,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,20,Incidence rate: Under 5,..,..,..,..,..,..,..,0,0,1.572920599,0,1.605858171,0,0,0,0,1.506909179,1.492826966,1.488449631,0,0,1.505185364,0,0,0
42043021,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,21,Incidence rate: 5..,..,..,..,..,..,..,..,1.356980989,1.396784602,0,0,2.948069751,0,3.036652394,0,1.575175238,0,0,0,1.579130215,0,0,0,0,1.457067506
42043022,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,22,Incidence rate: 10-14,..,..,..,..,..,..,..,1.319975184,1.32476651,0,0,1.331398368,1.351808043,0,0,0,1.448666502,0,2.972916729,0,4.695350038,3.174149725,0,0,0
42043023,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,23,Incidence rate: 15-19,..,..,..,..,..,..,..,1.294364338,2.60223532,2.583712278,1.285396609,2.577751427,0,3.873916917,2.555910543,3.855149194,1.283071159,2.581444576,1.31821777,0,1.402190221,2.836798956,2.869069991,1.450137038,2.986857826
42043024,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,24,Incidence rate: 20-24,..,..,..,..,..,..,..,2.678380116,1.311750662,1.279983616,2.521018996,2.497533685,2.460266693,1.229150534,3.66663,3.622969627,3.623319685,3.609239654,4.690046549,3.44847405,2.320454809,2.348437702,2.35440922,4.741077884,2.435845908
42043025,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,25,Incidence rate: 25-29,..,..,..,..,..,..,..,1.229543471,3.85643768,2.711386467,6.958361167,2.776158352,8.192244675,5.32056398,6.36845323,4.95681376,7.359705612,2.440661419,3.654792651,3.656218008,0,3.574492422,3.529743976,5.720561988,5.560250879
42043026,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,26,Incidence rate: 30-34,..,..,..,..,..,..,..,3.086610285,5.235656918,4.291062789,4.467327087,3.505696757,8.518405841,1.273204146,5.322263026,4.062123407,6.719165748,10.57711377,7.732955278,3.756244757,1.231405773,9.809210849,9.758001561,4.837929366,4.791337262
42043027,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,27,Incidence rate: 35-39,..,..,..,..,..,..,..,7.925657334,7.897958378,3.95659614,5.972585831,4.038527553,7.191879341,17.72827765,6.367669221,14.28587127,8.022922636,9.520069497,11.14206128,10.44236467,9.364799058,9.337317255,11.84148203,12.86454916,11.15697869
42043028,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,28,Incidence rate: 40-44,..,..,..,..,..,..,..,4.389044944,14.96765917,9.439602278,4.124519236,8.096100715,8.961198013,8.939746111,10.91822251,9.943520802,11.07129917,13.26733684,8.244957693,10.53485457,8.761362392,13.74239874,14.28231373,8.681201478,9.095988669
42043029,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,29,Incidence rate: 45-49,..,..,..,..,..,..,..,3.782291312,11.10274978,13.1791769,4.659289458,13.63125192,12.19606843,8.665698997,6.364629632,12.46261216,9.166556328,12.01886963,10.95322971,6.971347761,10.98440215,9.092929742,11.28448179,10.36473503,8.451388669
42043030,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,30,Incidence rate: 50-54,..,..,..,..,..,..,..,7.494379216,9.842640781,10.21424376,12.96579623,3.877020897,11.5049791,12.51251251,9.714632665,15.34973787,19.54539706,7.866052365,10.96779854,18.2303675,15.76408521,16.4960358,16.20466492,9.061254078,4.022000342
42043031,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,31,Incidence rate: 55-59,..,..,..,..,..,..,..,7.274208566,12.99470105,12.26308403,3.972615438,11.71768198,17.88931624,13.85722024,16.96441388,9.264774006,14.50823672,7.819015847,7.662737385,14.90701748,7.243927174,16.43578305,19.47129702,13.40302908,18.53386246
42043032,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,32,Incidence rate: 60-64,..,..,..,..,..,..,..,16.57874906,10.6686175,15.36853753,10.7187701,16.72164541,7.591976799,13.5609565,19.85787436,9.634706967,13.4819948,15.86273447,18.17615289,21.56770237,23.22880372,21.82125663,22.87836783,15.80111661,14.06271973
42043033,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,33,Incidence rate: 65-69,..,..,..,..,..,..,..,19.23046105,17.68574047,11.29341916,8.042464211,19.25700072,19.36170899,31.00927014,21.37911754,34.37551154,12.98490505,21.04615584,19.18833349,25.46969107,27.60664884,27.00436334,29.26502968,28.74349849,21.27931225
42043034,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,34,Incidence rate: 70-74,..,..,..,..,..,..,..,16.18006616,19.76675232,23.16547275,26.69561658,14.30589582,14.33511925,21.5393452,26.97502113,28.54797845,30.15628049,21.33295408,12.5369392,32.49097473,26.91065662,32.02448094,17.73615693,31.54353007,36.0218751
42043035,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,35,Incidence rate: 75-79,..,..,..,..,..,..,..,36.53321299,21.70138889,28.6318386,37.63476567,26.45211066,19.68805373,28.34899797,34.31635389,34.06429636,29.78976934,44.4284596,42.09994527,31.40309006,51.95776873,28.83922134,35.09568736,41.69011736,37.75801309
42043036,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,36,Incidence rate: 80x4,..,..,..,..,..,..,..,22.68970212,24.9073757,55.78882462,31.66105403,39.63647688,29.22011513,29.74508462,39.11185992,51.07098867,50.55010407,26.28811777,69.4384168,76.13998477,42.00268817,52.68557802,46.77654569,46.11545139,35.025326
42043037,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,37,Incidence rate: 85x9,..,..,..,..,..,..,..,31.63389044,57.82169891,37.62429454,22.29902999,51.83734593,42.79219043,34.99650035,28.88364704,42.38884702,64.81181427,62.06731917,42.98404814,67.29798587,52.61899067,75.25870179,92.66552379,68.47751655,75.76770513
42043038,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,38,Incidence rate: 90+,..,..,..,..,..,..,..,31.46633103,40.57618178,32.32062056,21.40869193,41.7929161,41.07619634,50.80784473,51.52514427,20.97755402,73.87083157,37.50586029,52.11500043,66.88963211,66.75567423,64.49012495,146.6873115,87.57264549,39.54757573
42043039,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,39,Crude Rate (Incidence),..,..,..,..,..,..,..,7.956588851,9.797783311,9.806954486,7.985147625,9.503114866,9.732709483,11.24026342,11.12221567,12.43115358,12.55677201,11.49327565,11.99651866,14.02532237,12.85640261,14.55442337,15.60207227,13.6556586,12.37927307
42043040,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,40,Crude Rate (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,6.473798257,8.142915843,8.150537986,6.497034815,7.87254272,8.082426984,9.461579191,9.356212094,10.56269152,10.68084859,9.704619865,10.17094453,12.04587765,10.96403128,12.53785609,13.51458386,11.71266415,10.53541925
42043041,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,41,Crude Rate (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,9.677343915,11.6901431,11.70108561,9.712079036,11.37189377,11.62086867,13.25617104,13.12465068,14.53490249,14.66733241,13.5160784,14.05516706,16.23722125,14.98159431,16.80302942,17.9206948,15.8288854,14.45298301
42043042,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,42,EASR (Incidence),..,..,..,..,..,..,..,8.456893713,10.21964103,10.24061402,8.394341153,9.860598453,10.02762921,11.61252573,11.54190664,12.70371442,12.80791837,11.67878633,12.06205199,14.11620436,13.00956036,14.51419907,15.46284208,13.59065611,12.26432875
42043044,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,44,EASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,6.874076393,8.485211471,8.502503335,6.822588704,8.160262158,8.32019886,9.766195246,9.701046151,10.7860856,10.88400144,9.85412313,10.22019341,12.11659982,11.08800134,12.49616729,13.38687717,11.64874699,10.43006787
42043045,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,45,EASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,10.20125439,12.1129632,12.13796684,10.12658053,11.71945169,11.89204289,13.61634357,13.54032549,14.77592753,14.88610472,13.65614929,14.05425538,16.26628264,15.0824108,16.68106994,17.68625694,15.68007078,14.244977
42043046,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,46,WASR (Incidence),..,..,..,..,..,..,..,4.700661033,6.224605263,5.755227072,4.683214497,5.916818607,6.201974579,7.089395816,6.629889577,7.536569006,7.382194687,6.861708536,6.924438983,7.443469902,6.946900768,8.428330719,8.441892305,7.311414255,6.794009216
42043048,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,48,WASR (Lower 95% CI) (Incidence),..,..,..,..,..,..,..,3.712753989,5.05273112,4.634490702,3.687738055,4.728804761,5.037440562,5.832709859,5.456167818,6.263452593,6.112942554,5.647016102,5.687697503,6.24191117,5.766938913,7.071779888,7.147128855,6.113404215,5.614215385
42043049,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,49,WASR (Upper 95% CI) (Incidence),..,..,..,..,..,..,..,5.80334526,7.516864756,6.995507015,5.795837211,7.235961081,7.485789625,8.466855749,7.91625218,8.925721929,8.769396552,8.192966235,8.281031353,8.74923058,8.235058344,9.902147932,9.842852027,8.615029595,8.084645296
42043050,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,50,Standardised Incidence Ratio,..,..,..,..,..,..,..,94.24062581,102.4510699,95.91150418,91.57139865,90.08441784,91.41371493,99.53555929,86.07675922,95.84851453,91.23490322,86.71535092,92.34545709,97.04429183,102.5265313,112.1774173,108.3128648,102.9767022,105.3290164
42043051,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,51,SIR (Lower 95% CI),..,..,..,..,..,..,..,76.67793453,85.14685556,79.71183707,74.50614479,74.62747087,75.91356524,83.78483148,72.40935073,81.44202269,77.60483239,73.22016307,78.29275713,83.34807821,87.43535266,96.63483592,93.82108151,88.32466913,89.6405904
42043052,4,West of Scotland,430,"Non-malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,52,SIR (Upper 95% CI),..,..,..,..,..,..,..,114.6218516,122.238636,114.4360079,111.3753562,107.7994367,109.1481029,117.3869641,101.5739516,112.0691498,106.5697977,101.9771488,108.1922901,112.348907,119.474393,129.5084247,124.4092297,119.3649069,122.9731726
40044000,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,0,Number of registrations: Under 5,..,..,..,..,..,..,..,6,3,4,5,8,8,2,2,8,8,6,8,8,9,5,7,7,6
40044001,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,1,Number of registrations: 5..,..,..,..,..,..,..,..,3,8,4,5,7,2,7,5,9,3,5,7,10,3,9,1,4,7
40044002,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,2,Number of registrations: 10-14,..,..,..,..,..,..,..,4,6,7,1,8,5,4,3,5,8,6,5,5,5,6,2,5,3
40044003,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,3,Number of registrations: 15-19,..,..,..,..,..,..,..,3,6,5,5,3,6,9,7,5,8,5,5,4,10,9,6,5,9
40044004,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,4,Number of registrations: 20-24,..,..,..,..,..,..,..,7,9,8,5,4,10,3,10,4,4,8,8,7,7,7,4,10,9
40044005,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,5,Number of registrations: 25-29,..,..,..,..,..,..,..,11,8,8,9,6,11,9,13,10,14,8,9,14,11,7,8,11,11
40044006,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,6,Number of registrations: 30-34,..,..,..,..,..,..,..,11,15,13,12,6,17,10,15,9,11,15,15,11,10,16,19,14,20
40044007,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,7,Number of registrations: 35-39,..,..,..,..,..,..,..,21,17,17,18,21,18,29,18,20,19,15,20,18,16,14,23,24,19
40044008,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,8,Number of registrations: 40-44,..,..,..,..,..,..,..,20,31,21,16,26,26,21,23,21,28,30,27,23,20,26,28,20,15
40044009,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,9,Number of registrations: 45-49,..,..,..,..,..,..,..,27,26,18,17,33,25,25,31,35,35,30,24,26,37,26,27,31,21
40044010,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,10,Number of registrations: 50-54,..,..,..,..,..,..,..,22,29,21,26,28,34,37,30,38,43,23,30,40,45,44,34,36,31
40044011,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,11,Number of registrations: 55-59,..,..,..,..,..,..,..,25,38,29,23,32,41,31,38,41,30,25,28,35,36,46,45,32,54
40044012,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,12,Number of registrations: 60-64,..,..,..,..,..,..,..,39,27,34,30,40,26,32,41,41,39,31,41,43,45,49,42,42,40
40044013,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,13,Number of registrations: 65-69,..,..,..,..,..,..,..,41,47,33,35,34,41,47,47,52,48,49,47,48,55,53,58,56,56
40044014,4,West of Scotland,440,All brain and CNS tumours (malignant and non-malignant),0,All Persons,14,Number of registrations: 70-74,..,..,..,..,..,..,..,32,41,45,42,29,37,44,46,43,49,39,32,55,53,52,44,48,50
